,sex.x,subject_name,YAG.x,SECTIONNAME.x,YAG.y,SECTIONNAME.y,count,qualification_TR.x
27722,F+M,Languages and area studies,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27723,F+M,Languages and area studies,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,MANUFACTURING,0,Level 7 (taught)
27724,F+M,Languages and area studies,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,REAL ESTATE ACTIVITIES,0,Level 7 (taught)
27725,F+M,Languages and area studies,1,"ARTS, ENTERTAINMENT AND RECREATION",3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
27726,F+M,Languages and area studies,1,CONSTRUCTION,3,CONSTRUCTION,0,Level 7 (taught)
27727,F+M,Languages and area studies,1,EDUCATION,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
27728,F+M,Languages and area studies,1,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,Level 7 (taught)
27729,F+M,Languages and area studies,1,FINANCIAL AND INSURANCE ACTIVITIES,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
27730,F+M,Languages and area studies,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
27731,F+M,Languages and area studies,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,EDUCATION,0,Level 7 (taught)
27732,F+M,Languages and area studies,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27733,F+M,Languages and area studies,1,INFORMATION AND COMMUNICATION,3,OTHER SERVICE ACTIVITIES,0,Level 7 (taught)
27734,F+M,Languages and area studies,1,INFORMATION AND COMMUNICATION,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,Level 7 (taught)
27735,F+M,Languages and area studies,1,MANUFACTURING,3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27736,F+M,Languages and area studies,1,MANUFACTURING,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,Level 7 (taught)
27737,F+M,Languages and area studies,1,MANUFACTURING,3,TRANSPORTATION AND STORAGE,0,Level 7 (taught)
27738,F+M,Languages and area studies,1,OTHER SERVICE ACTIVITIES,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,Level 7 (taught)
27739,F+M,Languages and area studies,1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,Level 7 (taught)
27740,F+M,Languages and area studies,1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,TRANSPORTATION AND STORAGE,0,Level 7 (taught)
27741,F+M,Languages and area studies,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27742,F+M,Languages and area studies,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,OTHER SERVICE ACTIVITIES,0,Level 7 (taught)
27743,F+M,Languages and area studies,1,REAL ESTATE ACTIVITIES,3,EDUCATION,0,Level 7 (taught)
27744,F+M,Languages and area studies,1,REAL ESTATE ACTIVITIES,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,Level 7 (taught)
27745,F+M,Languages and area studies,1,REAL ESTATE ACTIVITIES,3,REAL ESTATE ACTIVITIES,0,Level 7 (taught)
27746,F+M,Languages and area studies,1,TRANSPORTATION AND STORAGE,3,TRANSPORTATION AND STORAGE,0,Level 7 (taught)
27747,F+M,Languages and area studies,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,Level 7 (taught)
27748,F+M,Languages and area studies,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,Level 7 (taught)
27749,F+M,Law,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,Level 7 (taught)
27750,F+M,Law,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27751,F+M,Law,1,ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES,3,ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES,0,Level 7 (taught)
27752,F+M,Law,1,ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,Level 7 (taught)
27753,F+M,Law,1,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,0,Level 7 (taught)
27754,F+M,Law,1,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,Level 7 (taught)
27755,F+M,Law,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,CONSTRUCTION,0,Level 7 (taught)
27756,F+M,Law,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,MANUFACTURING,0,Level 7 (taught)
27757,F+M,Law,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,REAL ESTATE ACTIVITIES,0,Level 7 (taught)
27758,F+M,Law,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,TRANSPORTATION AND STORAGE,0,Level 7 (taught)
27759,F+M,Law,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,Level 7 (taught)
27760,F+M,Law,1,"AGRICULTURE, FORESTRY AND FISHING",3,EDUCATION,0,Level 7 (taught)
27761,F+M,Law,1,"ARTS, ENTERTAINMENT AND RECREATION",3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,Level 7 (taught)
27762,F+M,Law,1,"ARTS, ENTERTAINMENT AND RECREATION",3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
27763,F+M,Law,1,"ARTS, ENTERTAINMENT AND RECREATION",3,FINANCIAL AND INSURANCE ACTIVITIES,0,Level 7 (taught)
27764,F+M,Law,1,"ARTS, ENTERTAINMENT AND RECREATION",3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27765,F+M,Law,1,"ARTS, ENTERTAINMENT AND RECREATION",3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,Level 7 (taught)
27766,F+M,Law,1,"ARTS, ENTERTAINMENT AND RECREATION",3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,Level 7 (taught)
27767,F+M,Law,1,CONSTRUCTION,3,EDUCATION,0,Level 7 (taught)
27768,F+M,Law,1,CONSTRUCTION,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,Level 7 (taught)
27769,F+M,Law,1,CONSTRUCTION,3,REAL ESTATE ACTIVITIES,0,Level 7 (taught)
27770,F+M,Law,1,EDUCATION,3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27771,F+M,Law,1,EDUCATION,3,MANUFACTURING,0,Level 7 (taught)
27772,F+M,Law,1,EDUCATION,3,OTHER SERVICE ACTIVITIES,0,Level 7 (taught)
27773,F+M,Law,1,EDUCATION,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,Level 7 (taught)
27774,F+M,Law,1,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
27775,F+M,Law,1,FINANCIAL AND INSURANCE ACTIVITIES,3,CONSTRUCTION,0,Level 7 (taught)
27776,F+M,Law,1,FINANCIAL AND INSURANCE ACTIVITIES,3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27777,F+M,Law,1,FINANCIAL AND INSURANCE ACTIVITIES,3,REAL ESTATE ACTIVITIES,0,Level 7 (taught)
27778,F+M,Law,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,0,Level 7 (taught)
27779,F+M,Law,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,Level 7 (taught)
27780,F+M,Law,1,INFORMATION AND COMMUNICATION,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
27781,F+M,Law,1,INFORMATION AND COMMUNICATION,3,EDUCATION,0,Level 7 (taught)
27782,F+M,Law,1,INFORMATION AND COMMUNICATION,3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,Level 7 (taught)
27783,F+M,Law,1,INFORMATION AND COMMUNICATION,3,OTHER SERVICE ACTIVITIES,0,Level 7 (taught)
27784,F+M,Law,1,INFORMATION AND COMMUNICATION,3,REAL ESTATE ACTIVITIES,0,Level 7 (taught)
27785,F+M,Law,1,MANUFACTURING,3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27786,F+M,Law,1,MANUFACTURING,3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,Level 7 (taught)
27787,F+M,Law,1,MANUFACTURING,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,Level 7 (taught)
27788,F+M,Law,1,OTHER SERVICE ACTIVITIES,3,EDUCATION,0,Level 7 (taught)
27789,F+M,Law,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,Level 7 (taught)
27790,F+M,Law,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
27791,F+M,Law,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,FINANCIAL AND INSURANCE ACTIVITIES,0,Level 7 (taught)
27792,F+M,Law,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27793,F+M,Law,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,REAL ESTATE ACTIVITIES,0,Level 7 (taught)
27794,F+M,Law,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,Level 7 (taught)
27795,F+M,Law,1,REAL ESTATE ACTIVITIES,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,Level 7 (taught)
27796,F+M,Law,1,REAL ESTATE ACTIVITIES,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,Level 7 (taught)
27797,F+M,Law,1,TRANSPORTATION AND STORAGE,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
27798,F+M,Law,1,TRANSPORTATION AND STORAGE,3,EDUCATION,0,Level 7 (taught)
27799,F+M,Law,1,TRANSPORTATION AND STORAGE,3,FINANCIAL AND INSURANCE ACTIVITIES,0,Level 7 (taught)
27800,F+M,Law,1,TRANSPORTATION AND STORAGE,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,Level 7 (taught)
27801,F+M,Law,1,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,Level 7 (taught)
27802,F+M,Law,1,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,Level 7 (taught)
27803,F+M,Law,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,Level 7 (taught)
27804,F+M,Law,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,CONSTRUCTION,0,Level 7 (taught)
27805,F+M,Law,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,MANUFACTURING,0,Level 7 (taught)
27806,F+M,Law,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,OTHER SERVICE ACTIVITIES,0,Level 7 (taught)
27807,F+M,Law,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,TRANSPORTATION AND STORAGE,0,Level 7 (taught)
27808,F+M,Law,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,Level 7 (taught)
27809,F+M,MBA,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27810,F+M,MBA,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,Level 7 (taught)
27811,F+M,MBA,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,CONSTRUCTION,0,Level 7 (taught)
27812,F+M,MBA,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,MANUFACTURING,0,Level 7 (taught)
27813,F+M,MBA,1,"AGRICULTURE, FORESTRY AND FISHING",3,CONSTRUCTION,0,Level 7 (taught)
27814,F+M,MBA,1,"ARTS, ENTERTAINMENT AND RECREATION",3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,Level 7 (taught)
27815,F+M,MBA,1,"ARTS, ENTERTAINMENT AND RECREATION",3,EDUCATION,0,Level 7 (taught)
27816,F+M,MBA,1,"ARTS, ENTERTAINMENT AND RECREATION",3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27817,F+M,MBA,1,"ARTS, ENTERTAINMENT AND RECREATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,Level 7 (taught)
27818,F+M,MBA,1,CONSTRUCTION,3,EDUCATION,0,Level 7 (taught)
27819,F+M,MBA,1,CONSTRUCTION,3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27820,F+M,MBA,1,CONSTRUCTION,3,REAL ESTATE ACTIVITIES,0,Level 7 (taught)
27821,F+M,MBA,1,CONSTRUCTION,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,Level 7 (taught)
27822,F+M,MBA,1,EDUCATION,3,FINANCIAL AND INSURANCE ACTIVITIES,0,Level 7 (taught)
27823,F+M,MBA,1,EDUCATION,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,Level 7 (taught)
27824,F+M,MBA,1,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
27825,F+M,MBA,1,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,Level 7 (taught)
27826,F+M,MBA,1,FINANCIAL AND INSURANCE ACTIVITIES,3,CONSTRUCTION,0,Level 7 (taught)
27827,F+M,MBA,1,FINANCIAL AND INSURANCE ACTIVITIES,3,EDUCATION,0,Level 7 (taught)
27828,F+M,MBA,1,FINANCIAL AND INSURANCE ACTIVITIES,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,Level 7 (taught)
27829,F+M,MBA,1,FINANCIAL AND INSURANCE ACTIVITIES,3,MANUFACTURING,0,Level 7 (taught)
27830,F+M,MBA,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,Level 7 (taught)
27831,F+M,MBA,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,EDUCATION,0,Level 7 (taught)
27832,F+M,MBA,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,FINANCIAL AND INSURANCE ACTIVITIES,0,Level 7 (taught)
27833,F+M,MBA,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,OTHER SERVICE ACTIVITIES,0,Level 7 (taught)
27834,F+M,MBA,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,Level 7 (taught)
27835,F+M,MBA,1,INFORMATION AND COMMUNICATION,3,"AGRICULTURE, FORESTRY AND FISHING",0,Level 7 (taught)
27836,F+M,MBA,1,INFORMATION AND COMMUNICATION,3,CONSTRUCTION,0,Level 7 (taught)
27837,F+M,MBA,1,INFORMATION AND COMMUNICATION,3,EDUCATION,0,Level 7 (taught)
27838,F+M,MBA,1,INFORMATION AND COMMUNICATION,3,MANUFACTURING,0,Level 7 (taught)
27839,F+M,MBA,1,INFORMATION AND COMMUNICATION,3,REAL ESTATE ACTIVITIES,0,Level 7 (taught)
27840,F+M,MBA,1,INFORMATION AND COMMUNICATION,3,TRANSPORTATION AND STORAGE,0,Level 7 (taught)
27841,F+M,MBA,1,INFORMATION AND COMMUNICATION,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,Level 7 (taught)
27842,F+M,MBA,1,MANUFACTURING,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,Level 7 (taught)
27843,F+M,MBA,1,MANUFACTURING,3,CONSTRUCTION,0,Level 7 (taught)
27844,F+M,MBA,1,MANUFACTURING,3,FINANCIAL AND INSURANCE ACTIVITIES,0,Level 7 (taught)
27845,F+M,MBA,1,MANUFACTURING,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,Level 7 (taught)
27846,F+M,MBA,1,MANUFACTURING,3,OTHER SERVICE ACTIVITIES,0,Level 7 (taught)
27847,F+M,MBA,1,MANUFACTURING,3,TRANSPORTATION AND STORAGE,0,Level 7 (taught)
27848,F+M,MBA,1,MANUFACTURING,3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,Level 7 (taught)
27849,F+M,MBA,1,OTHER SERVICE ACTIVITIES,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
27850,F+M,MBA,1,OTHER SERVICE ACTIVITIES,3,EDUCATION,0,Level 7 (taught)
27851,F+M,MBA,1,OTHER SERVICE ACTIVITIES,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,Level 7 (taught)
27852,F+M,MBA,1,OTHER SERVICE ACTIVITIES,3,MANUFACTURING,0,Level 7 (taught)
27853,F+M,MBA,1,OTHER SERVICE ACTIVITIES,3,REAL ESTATE ACTIVITIES,0,Level 7 (taught)
27854,F+M,MBA,1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"ARTS, ENTERTAINMENT AND RECREATION",0,Level 7 (taught)
27855,F+M,MBA,1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,OTHER SERVICE ACTIVITIES,0,Level 7 (taught)
27856,F+M,MBA,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,"ARTS, ENTERTAINMENT AND RECREATION",0,Level 7 (taught)
27857,F+M,MBA,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,EDUCATION,0,Level 7 (taught)
27858,F+M,MBA,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,FINANCIAL AND INSURANCE ACTIVITIES,0,Level 7 (taught)
27859,F+M,MBA,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,REAL ESTATE ACTIVITIES,0,Level 7 (taught)
27860,F+M,MBA,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,TRANSPORTATION AND STORAGE,0,Level 7 (taught)
27861,F+M,MBA,1,REAL ESTATE ACTIVITIES,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
27862,F+M,MBA,1,TRANSPORTATION AND STORAGE,3,EDUCATION,0,Level 7 (taught)
27863,F+M,MBA,1,TRANSPORTATION AND STORAGE,3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27864,F+M,MBA,1,TRANSPORTATION AND STORAGE,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,Level 7 (taught)
27865,F+M,MBA,1,TRANSPORTATION AND STORAGE,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,Level 7 (taught)
27866,F+M,MBA,1,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
27867,F+M,MBA,1,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,Level 7 (taught)
27868,F+M,MBA,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,FINANCIAL AND INSURANCE ACTIVITIES,0,Level 7 (taught)
27869,F+M,Materials and technology,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27870,F+M,Materials and technology,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,CONSTRUCTION,0,Level 7 (taught)
27871,F+M,Materials and technology,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27872,F+M,Materials and technology,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,REAL ESTATE ACTIVITIES,0,Level 7 (taught)
27873,F+M,Materials and technology,1,"ARTS, ENTERTAINMENT AND RECREATION",3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
27874,F+M,Materials and technology,1,"ARTS, ENTERTAINMENT AND RECREATION",3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,Level 7 (taught)
27875,F+M,Materials and technology,1,CONSTRUCTION,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
27876,F+M,Materials and technology,1,CONSTRUCTION,3,EDUCATION,0,Level 7 (taught)
27877,F+M,Materials and technology,1,EDUCATION,3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27878,F+M,Materials and technology,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,EDUCATION,0,Level 7 (taught)
27879,F+M,Materials and technology,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,Level 7 (taught)
27880,F+M,Materials and technology,1,INFORMATION AND COMMUNICATION,3,"ARTS, ENTERTAINMENT AND RECREATION",0,Level 7 (taught)
27881,F+M,Materials and technology,1,INFORMATION AND COMMUNICATION,3,EDUCATION,0,Level 7 (taught)
27882,F+M,Materials and technology,1,INFORMATION AND COMMUNICATION,3,FINANCIAL AND INSURANCE ACTIVITIES,0,Level 7 (taught)
27883,F+M,Materials and technology,1,MANUFACTURING,3,CONSTRUCTION,0,Level 7 (taught)
27884,F+M,Materials and technology,1,MINING AND QUARRYING,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,Level 7 (taught)
27885,F+M,Materials and technology,1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
27886,F+M,Materials and technology,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,TRANSPORTATION AND STORAGE,0,Level 7 (taught)
27887,F+M,Materials and technology,1,TRANSPORTATION AND STORAGE,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,Level 7 (taught)
27888,F+M,Materials and technology,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
27889,F+M,Materials and technology,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,MANUFACTURING,0,Level 7 (taught)
27890,F+M,Mathematical sciences,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,Level 7 (taught)
27891,F+M,Mathematical sciences,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,FINANCIAL AND INSURANCE ACTIVITIES,0,Level 7 (taught)
27892,F+M,Mathematical sciences,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,Level 7 (taught)
27893,F+M,Mathematical sciences,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,Level 7 (taught)
27894,F+M,Mathematical sciences,1,EDUCATION,3,FINANCIAL AND INSURANCE ACTIVITIES,0,Level 7 (taught)
27895,F+M,Mathematical sciences,1,EDUCATION,3,MANUFACTURING,0,Level 7 (taught)
27896,F+M,Mathematical sciences,1,EDUCATION,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,Level 7 (taught)
27897,F+M,Mathematical sciences,1,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,Level 7 (taught)
